,citingPaperID,source,string,label,sentiment
6307,2956fc184e598be3422943be2279d64ef26ec43a>7cf4a263353bc2680e6c18ef67daf382aec048a9_0,explicit,"It has been demonstrated in numerous experiments that anonymous pre-play communication increases cooperation in social dilemmas and improves bargaining efficiency (Sally, 1995; Camerer, 2003; Valley et al., 2002; Ellingsen and Johannesson, 2004).",background,
6389,e3f3c1e9eb72a18e7cd93ff3a26395db9c6b17bf>0d9d447667b6ceda0ae4c4f05315da49479546a5_0,explicit,"Eicosanoids derived from AA, including PGE2, TBX2, and LTB4, are more proinflammatory than those derived from DHA (Calder, 2006). The results of our study confirmed this pathway of eicosanoid formation. Chickens fed LR diets had significantly lower levels of PGE2 and TBX2 in the blood than those fed HR diets. These results are in agreement with those of Cherian et al. (2009), who showed that the level of incorporation of n-3 FA was higher, but that of AA in cardiac ventricle lipids was lower, and the levels of PGE2 and TBX2 in the blood of progeny (7-, 14-, 28- and 42-day-old chickens) were lower after feeding HR diets to broiler hens. Liu et al. (2014) reported significantly lower levels of pro-inflammatory eicosanoids (PGE2 and TBX2) in the plasma due to inhibition of phospholipase A2 activity in chickens fed diets rich in PUFA n-3 than in chickens fed diets rich in PUFA n-6.",result,
4744,60298d665f7d34f06554a62b92d7a514c5ddf35c>45e3c905eea1f903fdca2de448da90cb6ceaa0bf_0,explicit,Up to almost 70 percent of patients with NS-associated FSGS may attain complete or partial remission and maintain stable renal function for about 10 years when given a prolonged therapy with steroid or immunosuppressive drugs (19).,background,
6533,f308573f2763a4fccddef893ec91c88892bf2708>99066822ef1abdc6368bbf1435380f1a2048a352_0,explicit,"As the ALSOVA study did not use a validated instrument to rate pain, somatic symptoms (symptoms of discomfort) were evaluated for their association with analgesic use, and assessed with one screening question ‘discomfort and symptoms’ from the 15D self-administered, validated, health-related QoL questionnaire [31].",method,
4719,5a0d2bbf421fadf679e5c5c0fccc5b222e05591c>2c10c18cbb2842c76d55bd5283cd21df42b6f1d3_0,explicit,The computational camera with the coded apertures is able to estimate the depth of the scene in a single image [3].,background,
1273,fbea85be172e21855cee46d6209bae3f95941ff3>17f2bd869df15476815b6d6a98d9a3184ea6c714_4,explicit,Pricing via a coherent risk measure was first introduced by Artzner et al. (1999) and it reduces to a search for the infimum3 of all risk measures over an acceptance set.,background,
4380,34d3411b4cae75f253e72cdfc5b63038f9b34a08>17aaebfb7135313cc1c01c6364542938f842da7a_4,explicit,"…further or more often to meet the energetic requirements of their members (Milton 1984; Janson 1988; Wrangham et al. 1993; Chapman et al. 1995), and previous studies on Amboseli groups have found that dry periods are associated with increased time spent foraging (Bronikowski and Altmann 1996).",background,
7861,f8aea2f05f28ca6d45924decc3886908eebe50a8>410e4b3334e9ef76ff29d49f178d23895a908501_3,explicit,"The APP response has been observed in common pig infections (Grau-Roma et al., 2009; Pomorska-Mól et al., 2011a, b) but it is not known whether infection with H1N2 swine influenza virus (SIV) also induces an APP response.",background,
1070,dc873a8811c4a7fea968ef54b772bd41476e6562>0647fe48491f82a8314453ad79912c780badddba_4,explicit,"lingual phrase-based machine translation system with a reranking post-processing step8 (Wubben et al., 2012) and Hybrid, a model which first performs sentence splitting and deletion operations over discourse representation structures and then further simplifies sentences with PBMT-R (Narayan and Gardent, 2014).",method,
1536,112182f0d1c9d900ff54fe4c6cc05abbafa20c66>9dee797bc8d8798a48c2defb4c91efc3b8ec5fe9_1,explicit,"radiata are usually diurnal [30], [37] herbivores, whose broad diets occasionally include non-vegetative matter, such as carrion [38], [39].",background,
7935,7119b00e3e901c828fe67fdf97d3e0d17e5e7e8d>c3022a787a04bdea801dbc2b4bd254e9dcbf5db8_0,explicit,H1-receptor binding studies: Inhibition of agonist-induced calcium flux was measured in CHO cells expressing the H1-receptor using the method described in [24].,method,
6559,cf627c9411e3bf3e67f23df5d5741ed48490a152>3d2c9ed378b475d7b8c2497ee35c17cb4397c3b4_4,explicit,"During infection, C. neoformans cells of varying cell body size and capsule size are observed (Feldmesser et al., 2001; Okagaki et al., 2010; Zaragoza et al., 2010; Alanio et al., 2015).",background,
3901,65041cb8022f68e5915a292159e993a4f66cc33d>8f0a503433a51abafd0f0251f3940a7a7a3319f2_0,explicit,"To further characterize isolates, random amplification of polymorphic DNA polymerase chain reaction (RAPD-PCR) was performed using an adaptation of methods described elsewhere.(10)",method,
4119,952660f4a305ebc8bc46ea23dd1ea41464d6681f>6b1223f442606ef04c8c04b36f1cdc0efb14c560_0,explicit,"It was also observed that CP treatment increased BUN and creatinine levels (Sadzuka et al., 1992; Mansour et al., 2002).",background,
4099,1b7d342e9e8cfc8f2327c9f62f3d40b4be7e8624>00aadd931a2b4603101a355d6b18f2c2bd17a3cd_1,explicit,"In caveolae membranes isolated from total plasma membranes using the methods of OptiPrep gradient centrifugation (35, 40) (Fig.",method,
1297,0846094df2ef424e028c4b4e8b934d1db79e6948>01a75b84837517a571fa674cef763e7b24009cbb_1,explicit,"In particular, our model results are largely consistent with a classical description of the neurophonic as a dipole field generated by postsynaptic currents in MSO neurons [3,4].",result,
7617,d1ce95485162b623ceb11701c8fc7ae2905b8be7>12d7d6767817649ebbaf818e09cdc1dd02bc6c21_0,explicit,"Overall, we confirm the results observed by Ferrero et al. (2007a) on the effect of radical surgery for endometriosis in women with moderate to severe deep dyspareunia.",result,
307,c90bd4becaf4f7ff7d7d575f735d8871a88134d1>1962ce0c3b9ad9290eb091be08c9972df5fd63ce_1,explicit,"After being presented by Jacobs and Bruscos (1995), diverse IG-based algorithms have been applied to solve various scheduling problems, including single-machine scheduling problems (Ying et al, 2009), parallel-machine scheduling problems (Lin et al, 2011), flowshop scheduling problems (Ribas et al, 2011; Pan and Ruiz, 2014), HFSPs (Ying, 2009; Ying et al, 2014), distributed flowshop scheduling problems (Lin et al, 2013b; Fernandez-Viagas and Framinan, 2015; Ribas et al, 2017), and personnel task scheduling problems (Lin and Ying, 2014).",background,
4872,13e1ae04338649fc93817536891b96c04b3011cb>e4d55ce4baa96eb4fd77a2c27de168cfedad611b_5,explicit,"If medical evaluation reveals systemic lymphoma, treatment of the ocular disease is secondary to systemic treatment (usually chemotherapy).(1-30) The effectiveness of EBRT for the treatment of lymphoma of the eye and its adnexa has been widely documented.",background,
1282,d35227b7a396b97aa82a4422f50ad9f341b9a191>b910ddbed873468c87bb5d9218b6058c308df87e_0,explicit,"…Keddy 1989; see the review by Pausas and Austin 2001 and disturbance frequency gradients Connell 1978; Lubchenco 1978; Huston 1979; Wilson and Keddy 1988 could also be applied to the time since abandonment e.g., Peet 1978 , although the underlying factors may be different in each of these cases.",background,
3248,46865a7d91b8b6ac7360d4e6a181e29a76d0111f>7fdab2d31c2712734271c67dd3e3decdcf9f6139_10,explicit,"Although extensive research have been carried out on testing the ISSM [16–19], little study [6] exists which explores the success of ePortfolios by leveraging ISSM as a theoretical underpinning.",background,
420,ad4e0a20046326e3bb7a6514d41c38bf902aa69c>1959ef6015c3098b4bd4fa6ee8b76479fad3a390_1,explicit,"We conclude that the FSClow OX1low cells represent microglia which are smaller than macrophages and lymphocytes (Milligan et al., 1991) and have a lower OX1 expression than haematogenously derived cells (Sedgwick et al., 1991).",background,
2706,5b36a10ab1c0b5454959edc29a00b0e6c2546974>777cb6d460aba93eda5d7bf2e6f01c5bf9666171_2,explicit,The higher value for NST than GST would be indicative of a phylogeographic structure (Pons and Petit 1996; Petit et al. 2005).,background,
6608,84c876e22b451d542f33a0638b03556cd3e1791c>1835df49afef4f71cafb7b8966e91ee9e13a6ed9_0,explicit,"The literature (Sugihara and Smith, 1997; Shahidi et al., 2004; Gerke, 1999; Gao and Tian, 2007; Zhao and Yan, 2005) shows most of the non-traditional algorithms are applied only for regular convex polygonal obstacles, not for irregular convex, concave polygonal or curved obstacles.",background,
1684,cf43ab7995bb90d374fddcf917685ae5c757c13f>c0e9eaec2955cf840c040baae65c4a25f1f6f126_5,explicit,"After the slow phase of cellularization, the network shifts into a fast phase of rapid furrow ingression and membrane addition is targeted to an apicolateral location (Lecuit and Wieschaus, 2000).",background,
2597,1dda7170349d2f68f769fdc70f166c17f586d92e>bd018232480d8e2979b40ad583b69fb449d86ddf_0,properNoun,The D-HOTM system is based on the Text Mining Infrast ucture (TMI) developed by the parallel and distributed text mining lab at Lehigh University [20].,method,
3112,340300238e998780678ad5f97c8e1807be13766d>560e28cb2e297629602a33fd6358703dfc8711a3_1,explicit,"These results are supported by previous published data highlighting that the miR-34 family, including miR-34a and miR-34b/c, acts as a tumor suppressor, able to inhibit different human tumor growth and invasion [36–39], including human LSCC [31–34].",result,
5640,10f96909af3063b0b91c49a7026f740bbf2faac7>05b2caf96bc3917d5194908b0b71451831f2f7f9_0,explicit,"This effect is virtually identical to what was reported for cells treated with cyclodextrin (Pontier et al., 2008; Allen et al., 2009).",result,
6034,4552697d8f6a250de747b259809c1b53bd6a86f4>2f587ec3f121d1121885a4a62d2a4a82422c14be_3,explicit,"bacterial species can drive major changes in the gut microbiota and, thus, influence the metabolic profile (Marcobal et al., 2013).",background,
6448,af56649cc22778ec10d8618aa4af8ebd6e38f0a0>557cc8ec2b74415ab53bb36e4aaea3a594a40390_0,explicit,"We have sampled their data with 4 different methods: the insertion sorting algorithm (IS) and 2 variations of it and the binary tree method [7, 3].",method,
3522,0160b539a82e5f6206bb6b8601ffc226c2e549e1>6a68d0419f4940c81fcbcb4ce4eee5bdd5a41ce6_0,explicit,"Cell viability results showing that lung cancer cells exhibit resistance to the cytotoxicity of high concentration of ATP in comparison to normal cells are consistent with published data that showed low (nearly undetectable) expression levels of P2X7R in lung cancer cells (20, 21, 39).",result,
4496,3519a9fb317c4df1b30b5dc090cc083afab9f2b1>7f185882e50d73615d92eedecb037d2e878a3b84_4,explicit,"The absolute pose estimation of a perspective camera from n 2D–3D point correspondences is known in the literature as the Perspective n Point (PnP) problem, which has been widely studied in the last few decades [6, 13, 14, 8].",background,
2656,75dd23a96d636660c244f0e1f0f4d8f95f5c6432>b0766708cd2a8f253df0bdefd9723b6083555e9e_0,explicit,"Taken from the revised Chinese version of the Health Literacy Management Scale, this questionnaire was designed to cover multiple items related to health literacy, which are consistent with the theoretical content of health literacy as noted in the previous literature (1,2).",method,
4557,0fd5830f851a1745de63b38ff1b9d1747b93ac02>9639fc85db8fd700c897f0e186f01a04775ef572_0,explicit,"This conclusion is consistent with previous results (7, 21, 22) that suggest that the increase in ALC produced by the b-adrenergic agonists isoproterenol and terbutaline is characterized by an increase in the proportion of the total sodium transport that is amiloride-sensitive.",result,
3407,18338cd6134f8b663574072da97cba18f3ab69e0>39dc218eb5582e861e53c8451586786cfaca08ec_3,explicit,"Over the last few years, many different local interest point detectors (like Harris3D [16], Cuboid [6], Hessian [35] or Dense sampling [33]) and many spatio-temporal descriptors (like HOG [17], HOG3D [14], HOF [17], Cuboid [6] or ESURF [35]) have been proposed.",background,
5543,0c3173cf70ae0ef21ddd07b2feded1e8f0a9de13>4fa7c6cd134f315bac9f3153dc618c144ac7791e_3,explicit,"While beaked whales and large delphinids produce clicks with comparable energy flux source levels (Madsen et al. 2004, Zimmer et al. 2005, Au et al. 2007), they may hunt in quite different ambient noise environments.",background,
103,a1d74b4d976fd796bfe2210fe309ac50da624dec>e534f2caa4207899af221c6804ccd4759dd1d66f_0,explicit,"Rutin (3,3′,4′,5,7-pentahydroxyflavone-3-rhamnoglucoside, Figure 2) also called sophorin, rutoside, and quercetin-3rutinoside is a polyphenolic bioflavonoid, largely extracted from natural sources such as oranges, lemons, grapes, limes, berries, and peaches [30, 31].",background,
2943,7b0ca6f15e76f285cc19efd2305cb1ec9e16a5b5>df90f3e882609d15c298251608a5b48b69efb3b8_6,explicit,"Interest in the use of CWs for remediation of runoff from agricultural irrigation and agro-industrial production has become increasingly popular over the last decades, due to their low capital and operational cost, low energy consumption, and environmental friendliness (Huett et al., 2005; Scholz, 2007; Carty et al., 2008).",background,
2539,95c39aec660c32b4ea8aad1b70a965dfa5098268>9f1edb9cb0399a10bb9db6f3d6371fecfc2e6708_3,explicit,"PAR has been described using the image of a spiral (Williamson et al., 2004), and various authors report the suitability of the application of this method to the management of change within organizations (Coghlan and Casey, 2001; Coyer et al., 2007; Kelly and Simpson 2001).",method,
1961,9188d4db89d7031f7ca876c1677c7e61be9e5237>2b187f3b3326c4537740c5d8a08387cfc450e7df_15,explicit,"These effects of locomotion on the baseline activity of Sst interneurons confirm some previous results (Polack et al., 2013) but they appear to disagree with other measurements (Fu et al., 2014).",result,
