,citingPaperID,source,string,label,sentiment
5888,c24645826ecf07e7a064bb606157168f9ef792e2>ba480ce512aba288b1f259d2e4b1340915f4e541_8,explicit,"In view that PFD changes mouse liver glutathione S-transferase (mGST), glyceraldehyde-3-phosphate dehydrogenase, carbonic anhydrase III and Zn superoxide dismutase (CuZn-SOD) contents [42, 47, 48], we wished to explore whether it affects other cellular antioxidative enzymes.",background,neutral
2048,638fafc27d5b0d7c5cd719bd3ba51bec9db4bb5c>35c1ae44da7ca399aaeb11e6c80fc371f8c8aa92_2,explicit,"Patient related factors Arrhythmia / Atrial fibrillation [5, 9, 16, 20, 21, 28, 34, 35]",background,neutral
5768,b039291c4b41c6c735b7e443cedf89e9f6cac95e>d7a4025a169b089ce180cfce339762a52db6d254_8,explicit,"We undertook the present study because recent availability of new fibroblast markers has reduced the difficulty in addressing this issue (7, 8).",background,positive
5808,e1e288b90043ef702b7a409a9139a7bcc89b5043>e16c0a9c55ed7fd3bc7e4fbe1408fa4034ad3c51_1,explicit,"Electron Microscopy and Immunolabeling\nArabidopsis embryos and root tips and tobacco BY2 cells were highpressure frozen/freeze-substituted for electron microscopy analysis as described previously (Otegui et al., 2002).",method,positive
7157,bec86d4a4158b2e8d0ba7def7a84f30d46dce28d>None_0,explicit,"[6] and Albal et al. [9, lo] found no influence of the pressure on the volumetric liquid-phase mass transfer coefficient and on the interfacial area, while Sridhar and Potter [ 11, 121 report an increase in the interfacial area of as much as 75% for a pressure increase from 0.1 to 1.1 MPa. The contradictory results of the above-mentioned authors can lead to considerable miscalculations, whatever correlation is taken. In this paper all major studies on the influence of pressure on mass transfer phenomena in gas-liquid systems and reactors are reviewed critically. Points of agreement and conflict are indicated and discussed in order to improve understanding of the mass transfer 0255-2701/89/%3.50 Chem. Eng. Process., 25 (1989) M-98 0 Elsevier Sequoia/Printed in The Netherlands",result,negative
1260,3874a1098d1e34b107a9c4ba1a1e200070de15b0>7d253f083d75e9cba4af91751451b379fb5c37a3_1,explicit,"Although PPH is one of the most important types of autonomic failure in patients with PD (Jansen and Lipsitz 1995; Loew et al. 1995; Umehara et al. 2014) and related disorders (Hakusui et al. 1991; Hirayama et al. 1993; Mathias 1991), its predictors remain unclear.",background,neutral
1839,b355316ca8197745026ed37301f87b48049246c0>3e131089923c0ad5d22a00c1619b8a46fe3854c9_8,acronym,"Despite a study performed by Cancer and Leukemia Group B (CALGB) did not demonstrate superior activities by higher doses of CrEL-based paclitaxel [18], data from several other phase II studies in MBC suggest a dose-response relationship.",result,negative
1191,7ac67ff0f59585ad3b31d22424c2cef72e20a27d>8d588720ea1b676f8b3906b696e06cf64f5b766b_19,explicit,"A previously described computerized force-sensitive system was used to quantify gait cycle timing, specifically the swing time and the stride-to-stride variability of swing time (Yogev et al. 2005; Bazner et al. 2000; Frenkel-Toledo et al. 2005).",method,positive
4490,5bd3da496a49bdf01dd9f492ee76a7d90caf4c4d>d459f0f781a7ae7ca9e3afe0d7b62f9a2a6f6ec2_2,explicit,"In order to determine the coding potential of each MuLVERV isolate, the ORFs for gag, pol and env polypeptides were compared to the MuLV references (Supplementary Table S2) (Shinnick et al., 1981; Urisman et al., 2006).",result,neutral
2387,fdf8e61876d6db8df40d8a809a6c8ec6e9f9541a>87feadcddffff7ef6a3f0cc4d48bd33fb05758da_0,explicit,"…logistic regression analyses, and those factors had previously been found to be associated with children vaccination coverage in the United States (Luman et al., 2004; Santibanez et al., 2006; Zhao and Luman, 2010): children race/ethnicity (non-Hispanic white only, non-Hispanic black only,…",background,neutral
5701,5f94a64d4d62b3df1a5cc9e9a9cc7877fd41ac07>678e84713fdd4677117b339aa36b466b9a877614_1,explicit,"6 See for example studies of Morocco by Haddad and Harrison (1993); Venezuela by Aitken and Harrison (1999); Bulgaria and Romania by Konings (2000); Russia by Yudaeva et al. (2003); the Czech Republic by Kosova (2004); and China by Abraham, Konings and Slootmaekers (2006).",background,positive
3588,d44e670d26631ae2ff9e79f10a77e473f55ae2a2>0c6bd2227cbb2c90f19a98b2a00f140e0c299d34_1,explicit,"has shown distractor suppression to have a much larger effect on capacity than target selection processes (Bettencourt & Somers, 2009; Pylyshyn, 2006; Vogel et al., 2005; Zanto & Gazzaley, 2009), and as the effect on capacity of increasing the number of distractors is correlated between VSTM and MOT tasks, we believe that the resources consumed by",background,neutral
4056,4a44a5659034938bbffc77273c35a2117d140e21>62ab272a23272232456cf68ac8c06064f945d5ef_0,explicit,"In our previous study of slow regular saccades, we demonstrated the invariance of saccadic latencies with target angular displacement (Darrien et al., 2001) but had diYculty in reconciling the results with those of previous studies which showed an increase in latency (Fuller, 1996; Kalesnykas &…",result,negative
3167,1841abd0ed41a73f722a92a3a6a0f64ff08cf60b>0b52f45e6bb3a1d6c4dad07bdb343fd467fe4b46_8,explicit,clutches of eggs and continues as crabs cycle through successive clutches (Hench et al. 2004; Forward et al. 2005).,background,neutral
8224,9efcca9d438f63691320ff3b76310792b2784e1d>b581df1506556227e81e469e4920b0524e59d5d0_0,explicit,The C. elegans slow killing assay was conducted as described by Tan et al. (1999a) with minor modifications.,method,positive
7053,72f2fc47bc0de3c53f92f0d5abfef1e6de3933b9>c2de000d5652db156ba45ca8af4afac375ef9eeb_0,explicit,"In situ electron transport chain activity was examined in EWAT minces by measuring the reduction of 2,3,5-triphenyltetrazolium chloride (TTC; Sigma), as described previously (31).",method,neutral
6856,9b62e34a05c360b66436de3a04a0a8543285f0e4>bc043ebb90992e6a583c3071266b163376a27067_1,explicit,"…inactivation (Charlton et al., 1982; Chaudhuri et al., 2005; Forsythe et al., 1998; Xu and Wu, 2005) and vesicle depletion (Custer et al., 2006; Pieribone et al., 1995; Schneggenburger et al., 2002; Xu and Wu, 2005) have varying dependence on the frequency of stimulation at different synapses,…",background,neutral
5818,7ddf111c8ed80fef9a5b87df3251dab589c71432>a91579662e85572e07e151a7cc29ce3f0c28ae89_4,explicit,"The distribution of initial radon levels in the series of 65 houses is shown in Figure 2 , and this has the same pattern as reported by Denman and Phillips (1998a).",method,positive
3190,f8a78ea9330b5aecbbcfd352fee546c21de09560>f2e808509437b0474a6c9a258cd06c6f3b42754b_0,explicit,ALI risk factors before transfusion: Severity of illness was determined by calculating Acute Physiology and Chronic Health Evaluation (APACHE) III scores (24) before transfusion.,method,neutral
5232,78c563d456fd4c77ffda68fd3a1c15526548d797>1a50797f8fc7c2b2f661703d252913d9b637a17b_0,explicit,"Other reasons for the low predictability of the Konishi equation could be the variation in nonrenal digoxin CL in different populations, reduced volume of distribution, and reduced myocardial sensitivity.(21) The results of our study cast doubt on the suitability of the Konishi equation for adjustment of drug dosage in clinical practice in Chinese patients, which could only be applied in stage 3 patients.",result,negative
456,e24d8158b3d046d399b23f212131aba64bc963c4>None_0,acronym,This was supported by the results of multivariate analysis that showed PiB PET to be the strongest predictor of progres-\n sion to AD.,result,positive
3561,251586a3cf7540a1201040af2c54dade708ec8a3>0095d6db169b07e48276c816feb9182e36d8a17f_0,explicit,Multi-conformation continuum electrostatics (MCCE) (Alexov 2003; Alexov and Gunner 1997; Georgescu et al. 2002) method was used to calculate the charges of the ionizable groups.,method,neutral
6102,43763b0d91805b7beaedd79f44057b7b5ab8f0c9>d499c7c0d3b907c1bf7a6f61c239599c02d5a1df_6,explicit,5 ms than a larger response (Sanger et al. 2001; Roshan et al. 2003) because SICI depends on the inhibition of late I-waves that are only recruited in larger MEPs.,background,neutral
4800,4e76d6b98473d7af7d7c946cd9b4e2d110de5606>9d57eaed154045f05a5d6543d72db7db873ab390_7,explicit,"sufficient to disrupt core PCP asymmetry and result in a loss or reversal of structural polarity (Adler et al., 2000; Bastock et al., 2003; Strutt and Strutt, 2007; Tree et al., 2002).",background,neutral
5148,67bb8073e431ba1f3902a7d9c9ce97ad6998ce47>ff599c9a2ac46df95bd417864039cc96d32bbc99_3,acronymParen,The electrostatic surface representations of the CRV-ZWE-157 protein structure and the DRBP template were produced by the Adaptive Poisson-Boltzmann Solver (APBS) plugin [43] in PyMOL [44]\nList of Abbreviations aa: amino acid; APBS: Adaptive Poisson-Boltzmann Solver; BLASTp: Basic local alignment search tool protein; CRV: Crocodilepox virus; CRV-ZWE: Crocodilepox virus strain Zimbabwe; DGCR8: DiGeorge syndrome critical region gene 8; DRBP: double-stranded RNA-binding proteins; dsRNA: doublestranded RNA; KSDSSP: Kabsch and Sander algorithm for defining the secondary structure of proteins; MCV: Molluscum contagiosum virus; MSA: Multiple sequence alignments; MUSCLE: multiple sequence comparison by log-expectation; NCBI: National Center for Biotechnology Information; PSIBLAST: Position specific iterated-BLAST; RMSD: Root mean square deviation; RNAi: RNA interference; TRBP: TAR RNA Binding Protein; VACV: Vaccinia virus; VBRC: Viral bioinformatics resource center; VOCs: Viral Orthologous Clusters\nAcknowledgements This work was funded by a Canadian NSERC Discovery grant.,method,neutral
884,6e8979e5d809a1a475aa3c8d1155aef92b4b6529>5d5773ee2c824c4219d392faafbfafda88ef6db3_9,explicit,"…of these findings, the difference in thigmotaxis between the selectively bred HOFT and LOFT mice seemed to be a stable and robust feature of these animals, suggesting that the two lines differed with regard to trait anxiety rather than to state anxiety (see Belzung & Griebel, 2001; Lister, 1990).",background,neutral
6669,77cc5c7417526334a60494acd658dcbf377cae1d>ced7e3c1f9c912dca5751664c86a7587b58b0854_5,explicit,"Poultry, especially turkeys, are extremely sensitive to the toxic effects of AFB1 (Rawal et al., 2010a; Carnaghan et al., 1966; Arafa et al., 1981; Giambrone et al., 1985; Huff et al., 1986; Kubena et al., 1995; Klein\net al., 2000), which was first demonstrated when this mycotoxin was discovered as…",background,neutral
1791,0ab03e9a01130305934265780f883a2edc0ca792>f10b9fa71de2ce784c6f6f13d6e10d4b65f8d23d_1,explicit,"5-HT3A receptors also exhibit inwardly rectifyingmacroscopic and single channel current-voltage relationships, slow desensitization kinetics, and substantial Ca(2) permeability (3).",background,neutral
1874,be46e82ae7c333154b938b142231d693ff1e2277>e696b4d476e796f3594aec9c8dedf2f864b0601e_1,explicit,"Data on the occurrence of the principal mycotoxins on foods and beverages are increasing due to the availability and use of modern and sensitive LC–MS/MS and GC–MS/MS methodologies suitable for simultaneous determination of mycotoxins (Capriotti et al., 2012; Rodríguez-Carrasco et al., 2012).",background,positive
4057,ec6c61a06407c64b6ad3ec7f096566f361acf038>7a4127d4a914a9f4cdcb3f45407d3a8a98f29447_2,explicit,Comparisons between EMG signals recorded with a current and a traditional potential amplifier demonstrated the validity of current recordings [11].,background,positive
3919,c14687575d73745afea49899565009f12ae62dfb>5e57b8879a83e91af5daef8737ccda0c9556fd7e_11,explicit,"We propose to use a family of densities parametrized by functions belonging to a Reproducing Kernel Hilbert Space (RKHS) HY with positive semidefinite kernel k (Canu et al., 2006; Fukumizu, 2009; Sriperumbudur et al., 2017).",method,neutral
5585,46865a7d91b8b6ac7360d4e6a181e29a76d0111f>7fdab2d31c2712734271c67dd3e3decdcf9f6139_4,explicit,"More specifically, system quality can directly or indirectly predict individuals’ perceived benefits from using an IS [19, 21].",background,neutral
5371,39a72ec7324c20475ddc0f2b123e22e761168f51>de87ec6d9526a0d619f3306ac9c7822d30009d0f_1,explicit,"Several studies have focused on the fabrication techniques that create a gradient in pore size along the tube wall [12], combining multiple manufacturing methods in order to increase the level of manipulation in scaffold micro-structures [13].",method,positive
5682,0021ea82506c8ad38b459cf2fbd42fc42b062fd7>11a5f833bef73720e1c85253578a92a99cbdf35e_7,explicit,"MD simulations show atomistic models of many stable misfolded hairpins, triplexes and GQs (60,61).",background,neutral
1664,c68079dc32c215493a5cfccbe992423967c071b4>c9325781a4474bd3cc8b2af8d4c3c1618b5dcc57_0,explicit,Haemaphysalis longicornis ticks have been reported to be associated with the transmission of SFTSV (Sun et al. 2014; Jiang et al. 2012; Yu et al. 2011).,background,neutral
6189,a0835424eda9eb03eafdf7701b57bf40919c3f39>b8156e53735f8fb35b64351d8366ae410dcc10ec_0,explicit,"Our results concurred with a previous observation in NIH 3T3 cells during adhesion to FN (31), but contrast with the finding in HeLa cells during adhesion to gelatin (44).",result,negative
2988,ca2d192c63a4088efa5b48e5b5ffe31ae5a2f772>cb6b33998aaa349fbc8755114c92c29e024c313c_3,properNoun,Alignment with sequences deposited in the RDP and GenBank-EMBL databases showed that the sequences of all of the strains were most similar to the G. amarae SE-6 sequence (accession no.,result,neutral
2073,0c756adaec2279fc7270610fcd44d0850de1240a>d23572e680528d1cda929ec50d444afedbb3df82_1,explicit,"The spike protein of CoVs is a membrane glycoprotein that contains important antigenic determinants and neutralizing epitopes and plays a key role in mediating the entry of the CoVs into host cells through receptor binding and membrane fusion (Cruz et al, 2008; Sun et al, 2008; Li, 2015).",background,neutral
7169,4cbde39dfc35a87f53d8e809cdece917b95a8b91>ac6711823efec1eb57326e6f5767aab70c7066cd_2,explicit,"Importantly, nosocomial candidemia is associated with an unacceptably high mortality ranging between 30% and 50% (Gudlaugsson et al., 2003; Wisplinghoff et al., 2004; Zaoutis et al., 2005).",background,neutral
6926,86ec0bb292a33eeec637eb876e2e872e979c3aed>b84b2f4d6372d8be59d1ed1e6c26f0869ac8b8ee_3,explicit,The loading values are arranged in such a way that the changes of the properties of fluorophores can easily be caught throughout the cooking kinetic of meat samples (Boubellouta and Dufour 2008).,background,positive
925,ed8efdf7a7ebf78652e74ff56cc8ffd39fc7216d>d8d8ff0e4bb34d812807de4a5f7ce5dac7ea58f6_9,explicit,"Activation of both the Jak/STAT and MEK/ERK signalling pathways has been implicated on IFN-γ-induced iNOS expression (Blanchette et al., 2003; Park et al., 2005; Shen et al., 2005).",background,positive
3586,4b40bf5ea0a2ded9d1f651c4d07bd5a5ab04fc73>daf678e8c63a4971516cf163fdd8178f3ae6b832_8,explicit,Matthews et al. (2002) determined that 3–4 days monitoring were required to accurately measure MVPA [5].,method,positive
7807,73022204cb23bb61861120a3d60d19c50c75c58a>10add238d07527785df2919e71f7f8c9dc230d0b_1,explicit,Its NMR data (Tables 1 and 2) also showed great similarity to those of AGI-B4 [7] except for a change in the chemical shift of H-2 (from δH 4.,result,positive
5752,e77815d72101c5a4e627622a8f0838dc196cb092>637d647e61a802ea3b6fba2b97e6573edc30b02b_1,explicit,"We obtained 658–667 bp of mtDNA control region sequences for each species from published data sets (Kulikova et al. 2005, 2012; Peters et al. 2005, 2008, 2012b, 2014; Lavretsky et al. 2014; Table S3, Supporting information), supplementing these data with new sequences.",method,positive
379,71dac16832f967772481ccf241fab4afbdc006c7>5637b36d92ca7731ba8b62bac07b8571e97e0ece_1,explicit,"This is possible because the generation time is shorter, the genetic material can be manipulated easily and the cultural conditions can be optimized easily (Gupta et al., 2004).",background,neutral
979,c14687575d73745afea49899565009f12ae62dfb>5e57b8879a83e91af5daef8737ccda0c9556fd7e_0,explicit,"We establish consistency in the well specified case by generalising the arguments of Sriperumbudur et al., 2017 to the vector-valued RKHS.",method,positive
4616,c3a377cc0e4d3b649324edc90321a3fb7ebd2b85>16dce7476b4739f3a5ffea731a7abdfac4281089_0,explicit,"Pre-intervention survey data (n=65) was collected during the first week of class and postintervention survey data (n=65) the last week of class using the Mediterranean Diet Quality Index (KIDMED) developed and validated by SerraMajem et al.(10) The nutrition intervention was based on the MD as a weight management guideline and incorporated assigned readings, article reviews, recipe analysis, weekly discussion forums, asynchronous presentations, writing assignments, and exams.",method,neutral
2234,f9e9bef98a81a43ce7b700822e03423273186029>7b2b2256858a4d7d4a273db9dd3a643b2fadc055_4,explicit,Data derived from Rosengaus et al. (1998) was used to compare the survivorship of I. schwarzi to that of Z. angusticollis following exposure to masscorrected doses of conidia.,result,neutral
7271,f00e835858e99dc7ffe5d6c67d03cee7aeeb5f6a>a17e73417623fd5adb648de6c039e26c78f68e4d_2,explicit,"First, there is no further increase in the percentage of time the membrane potential spends close to threshold, as the average membrane potential 〈V〉 becomes almost independent of 〈I 〉 (see Figure 3B; see also Holt & Koch, 1997).",background,neutral
6314,b25d7a9c8a56ec75dde1b688c495fe47538cdc22>a3203628724d525bf4ff619488b25918443af4d6_0,explicit,"Similar results were obtained by Chiarella and his colleagues, who compared single and multiplex immunization strategies and showed that the latter was the most effective [34].",result,positive
4326,745ed8b94bf76fb4c915306512ecb5abc76900dd>43afb2f226d2f5d4bf72c5975a58234ec96074c3_7,explicit,"They demonstrated by in vitro and ex vivo studies that ATP1A1 mutants showed loss of pump activity and strongly reduced affinity for potassium, causing inappropriate depolarization of the cells (Beuschlein et al. 2013).",background,neutral
552,7c60939db67859b58fa06121e8e2635f727c7cc3>19cda7c1970231355c5bf648530e2038302c3710_0,explicit,"In barley roots, using GGT inhibitors in association with the thiol oxidizing molecule diamide resulted in a net glutathione extrusion and accumulation in the extracellularmedium (Ferretti et al., 2009).",background,neutral
3915,bebb742e4346443ff1e54baee1b9a4bebfda1489>73784cc9ef59ef7d6700e0c1c1c31462b5d18915_0,explicit,"Few studies demonstrated the importance of alexithymia among suicidal patients, but the results were not consistent (Sayar & Acar 2003, Hintikka et al. 2004, Iancu et al. 1999).",result,negative
1843,2644de0ab299a7fd015810529773879c6e1120f4>c5faa674df8fe81d17ec2537b865045c20d79990_0,explicit,"These new scenarios require the use of different scales (nominal or ordinal, as opposed to ratio scales [12]), and as such will mean using different metrics on the databases.",background,neutral
892,922093525a45033663049e16236a2309f0f8c40c>108694d5b1fd1f48ca933ad8720b067689448fd8_1,explicit,"Exercise has an important role not only in promoting general health but also in the prevention and treatment of various kinds of ailments, such as mood disorders (Agras, 1995) and constitutional hypotension (Duschek and Schandry, 2007).",background,neutral
6402,300df68391d29db116971e63c170f088e2628229>8c1918c30664a115d328167709bab92ac399a2dc_3,explicit,"Several authors have questioned the stripping procedure as it may be associated with excision of ovarian tissue adherent to the cyst wall, with consequent loss of\nfollicles (Brosens et al., 1996; Donnez et al., 1996).",method,negative
5658,82c48f97cddf0c230b6c4c787e034ff045756caa>ee179b197461d4bbb82a7ee7cc0ac407424ecdd2_0,explicit,"We used 12 SRNs in each condition, mirroring the number of subjects used by Slobin and Bever (1982).",method,positive
2471,82db6f6a0fa03c187574039bd04400bfb5d88e51>6974b584cccb00cf5a1839b21a7eda1f59896cc2_0,explicit,"Sunitinib is one of several agents, including sorafenib, bevacizumab, and temsirolimus, which target the inhibition of pro-angiogenic growth factor activity and have shown favorable results in clinical trials against metastatic clear-cell RCC [15-17].",background,neutral
7939,33e6eeec4cd55d49a355d41f585e736e616105ed>09e15bb266da86d0a9525d2a94ac0b38f0b53b88_2,explicit,The Pascal VOC Part dataset [3] contain ground-truth part segmentations of 107 object landmarks in six animal categories.,background,neutral
1999,599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_7,explicit,"…fabric is a quasiperiodic fabric with a small (1–5 km) characteristic wavelength, and hence arises from deformation of a layer of smaller effective mechanical thickness than the longer-wavelength (5 to >30 km) folds [Hansen and Willis, 1996, 1998; Phillips and Hansen, 1998; Ghent and Hansen, 1999].",background,neutral
6230,fb2a53bca2d6b775da81ee734ead9ca144fffcc6>e5f32eea205dafc42b7b4d44813b6ffe8c7f8d35_1,explicit,"…the female skeletomuscular system\nFlightlessness of females of Geometridae is usually linked with a specific set of ecological traits (Snäll et al. 2007; Wahlberg et al. 2010) and also reflects some general trends of flightlessness in pterygote insects (Roff 1986, 1990; Wagner and Liebherr 1992).",background,neutral
888,31fead0755b942731c3fd4b1ec58ea574a0d87f5>e0acfce92b7f2e1fd8a16ba75165c563706eca26_0,explicit,"Force feedback (FFB) has been shown to increase the usability and to decrease the cognitive workload during the surgery, as reflected in faster learning curves (Narazaki et al. 2006; Okamura 2009).",background,neutral
806,e2379c85f30d2c041e9ce6921d72397009e5aff5>2dcac0993e5e55d2576f6f597761d98b64607474_0,explicit,"Oxidative damage of telomeres along with a general damage of DNA because of aged and thereby inefficient mitochondria could be an explanation (Chen et al., 1995), although contradictory results have been published on this matter (von Zglinicki et al., 2000; Britt-Compton et al., 2009).",result,negative
296,c7e6b5b6e2e24387820624f173624e328c84dd0c>9ff6372d243c15378f0cd76db3a79ea5ca597ef7_1,explicit,"Fetal rat lung fibroblasts were isolated from e19 Sprague-Dawley rats and cultured at 37°C in chamber slides, six-well plates, and 100-mm dishes, as described by us previously (21, 36, 38).",method,positive
334,676b19ba1c40fedf4d27a3f48a766ac20b960f8e>fe2fd3262b549d1b36898127e3cc7ca1c1dd3646_8,explicit,"…Smt3 and Ubc9 1379\n© 2004 Blackwell Publishing Ltd, Molecular Microbiology, 51, 1375–1387\nProteolysis of cyclin and non-cyclin APC/C substrates is impaired in ubc9-2 and smt3-331 mutants\nPrevious results described a role for Ubc9 in the degradation of cyclins Clb2 and Clb5 (Seufert et al., 1995).",background,positive
5363,836f65fb34249aa5dda4b17f2b22ec869df3cf6a>298a83eb08ffb2eb3a0025493aeb5833a2946fd6_14,explicit,"Although PA interventions have demonstrated benefits for cancer survivors, including improvements in cardiovascular fitness [8], depression [9], fatigue [10], and quality of life [10, 11], few have focused on YACS [12–15].",background,negative
2493,021e4de927f22bad05138f7f4b4036825b123291>8c4909c3454d6e096b6270754850390e5399cc00_3,explicit,"…ability of various urea transporters to handle different analogs of urea has proven to be diagnostic of the presence and categorization of urea transporters in fish (Schmidt-Nielsen and Rabinowitz 1964; Wood et al. 1998; McDonald et al. 2000, 2002, 2003; Pilley and Wright 2000; Walsh et al. 2001a).",background,neutral
4006,0d5455e0c4f87f4f01b0683061007b1c2e34ba65>11504a8d6eea253cfb3ae843ba2eae76f9eb6a16_1,explicit,"…indicates that cholinergic and glutamatergic functions regulate cortical development and may contribute to postnatal critical periods (Bear and Singer, 1986; Hohmann et al., 1991; Robertson et al., 1998; for review, see Hohmann and Berger-Sweeney, 1998; Fox et al., 1999; Yuste and Sur, 1999).",background,neutral
1022,00d1ca8e81272764450cc299138c6d3aefc17f3e>0eec86db48a769657c8d288d13407e86a73b6fb5_1,explicit,"unstructured in HSPB6 and predicted to have similar properties in HSPB1 (18), that is essential for this preferred association.",background,neutral
2407,90e3135b8b3ae3871c2d272a5971b703174bcd96>466e2d457c348272f138f0aa48618c85b563a3fc_4,explicit,"Research investigating reactions to norm-deviations in online settings has to date\nprimarily focused on individuals’ profiles (e.g. Brody & Pena, 2013; McLaughlin & Vitak, 2012; Peña & Brody, 2014).",background,neutral
3345,65f71efde4ac72512d24da42e98805444dcae0eb>dada192dd00be7ac1d9bbce8ff53761e5f4b7aca_0,explicit,"Lamellar split bone grafting The lamellar split osteotomy is a surgical technique that was developed in the late 1980s and was reported in the literature in 1990.[5,6] This technique allows changing in the position of the outer bone cortex by splitting it in situ as you would a segment of cranial bone on the back table.",background,neutral
7854,dc18241f7235cc320af8980253f3a19c89ca1026>a48ca1f01ecc9ba8e76587a782f0b578975459d2_3,explicit,"For example, the novel PKCε and PKCδ isoforms were shown to mediate the inhibitory effect of phorbol ester PMA and serotonin on Cl−/OH− exchange, respectively [24, 38], in Caco2 cells.",background,neutral
8183,79412d465438a1c87517ed2f7064c2cdc8ad975d>9cb96a3f7895bb36d459acbeb65ccea3970e0634_0,explicit,"Some local features by combining of LBP and Gabor feature have been proposed [33–36], which can achieve better recognition performance than either feature alone.",background,positive
5344,2fdcd0a26a7749af1d135ac11851cbdb8b29e283>bce1ad08961b82b080dbebec9a7d39e5dac26277_2,explicit,", 2000) or disease state (Ricceri et al., 2007; Scattoni et al., 2008; Young et al., 2010; Wohr et al., 2011a).",background,neutral
3913,18c97ea2ff60c110cc2a523e0fdf729608cbb083>fc13b9c3dfcc121013edaa12fa8ce7842aaed21a_7,explicit,"…paralysis and show a very prominent lower motor neuron disease (Gurney et al., 1994; Bendotti et al., 2001; Martin et al., 2007), the details of the cellular and molecular pathology appear to be distinct from that seen in human ALS (Martin, 1999, 2010a; Martin and Liu, 2004; Martin et al., 2007).",background,neutral
3488,5b4bc2f4e69b1df176e394aae22e30e302e24099>3119c8a18221275303d2e0f84ed0ff208b0d6888_0,explicit,"Our results corroborate and greatly expand on previous reports, which compared FAO food-supply data to individual dietary data for only a few countries (14, 15) or selected dietary components such as fruit and vegetables (16).",result,positive
