,Unnamed: 0,citingPaperID,source,string,label,sentiment
13,6533,f308573f2763a4fccddef893ec91c88892bf2708>99066822ef1abdc6368bbf1435380f1a2048a352_0,explicit,"As the ALSOVA study did not use a validated instrument to rate pain, somatic symptoms (symptoms of discomfort) were evaluated for their association with analgesic use, and assessed with one screening question ‘discomfort and symptoms’ from the 15D self-administered, validated, health-related QoL questionnaire [31].",method,negative
14,4719,5a0d2bbf421fadf679e5c5c0fccc5b222e05591c>2c10c18cbb2842c76d55bd5283cd21df42b6f1d3_0,explicit,The computational camera with the coded apertures is able to estimate the depth of the scene in a single image [3].,background,positive
15,1273,fbea85be172e21855cee46d6209bae3f95941ff3>17f2bd869df15476815b6d6a98d9a3184ea6c714_4,explicit,Pricing via a coherent risk measure was first introduced by Artzner et al. (1999) and it reduces to a search for the infimum3 of all risk measures over an acceptance set.,background,positive
16,4380,34d3411b4cae75f253e72cdfc5b63038f9b34a08>17aaebfb7135313cc1c01c6364542938f842da7a_4,explicit,"…further or more often to meet the energetic requirements of their members (Milton 1984; Janson 1988; Wrangham et al. 1993; Chapman et al. 1995), and previous studies on Amboseli groups have found that dry periods are associated with increased time spent foraging (Bronikowski and Altmann 1996).",background,positive
17,7861,f8aea2f05f28ca6d45924decc3886908eebe50a8>410e4b3334e9ef76ff29d49f178d23895a908501_3,explicit,"The APP response has been observed in common pig infections (Grau-Roma et al., 2009; Pomorska-Mól et al., 2011a, b) but it is not known whether infection with H1N2 swine influenza virus (SIV) also induces an APP response.",background,negative
18,1070,dc873a8811c4a7fea968ef54b772bd41476e6562>0647fe48491f82a8314453ad79912c780badddba_4,explicit,"lingual phrase-based machine translation system with a reranking post-processing step8 (Wubben et al., 2012) and Hybrid, a model which first performs sentence splitting and deletion operations over discourse representation structures and then further simplifies sentences with PBMT-R (Narayan and Gardent, 2014).",method,neutral
19,1536,112182f0d1c9d900ff54fe4c6cc05abbafa20c66>9dee797bc8d8798a48c2defb4c91efc3b8ec5fe9_1,explicit,"radiata are usually diurnal [30], [37] herbivores, whose broad diets occasionally include non-vegetative matter, such as carrion [38], [39].",background,neutral
20,7935,7119b00e3e901c828fe67fdf97d3e0d17e5e7e8d>c3022a787a04bdea801dbc2b4bd254e9dcbf5db8_0,explicit,H1-receptor binding studies: Inhibition of agonist-induced calcium flux was measured in CHO cells expressing the H1-receptor using the method described in [24].,method,neutral
21,6559,cf627c9411e3bf3e67f23df5d5741ed48490a152>3d2c9ed378b475d7b8c2497ee35c17cb4397c3b4_4,explicit,"During infection, C. neoformans cells of varying cell body size and capsule size are observed (Feldmesser et al., 2001; Okagaki et al., 2010; Zaragoza et al., 2010; Alanio et al., 2015).",background,neutral
22,3901,65041cb8022f68e5915a292159e993a4f66cc33d>8f0a503433a51abafd0f0251f3940a7a7a3319f2_0,explicit,"To further characterize isolates, random amplification of polymorphic DNA polymerase chain reaction (RAPD-PCR) was performed using an adaptation of methods described elsewhere.(10)",method,neutral
23,4119,952660f4a305ebc8bc46ea23dd1ea41464d6681f>6b1223f442606ef04c8c04b36f1cdc0efb14c560_0,explicit,"It was also observed that CP treatment increased BUN and creatinine levels (Sadzuka et al., 1992; Mansour et al., 2002).",background,positive
24,4099,1b7d342e9e8cfc8f2327c9f62f3d40b4be7e8624>00aadd931a2b4603101a355d6b18f2c2bd17a3cd_1,explicit,"In caveolae membranes isolated from total plasma membranes using the methods of OptiPrep gradient centrifugation (35, 40) (Fig.",method,neutral
25,1297,0846094df2ef424e028c4b4e8b934d1db79e6948>01a75b84837517a571fa674cef763e7b24009cbb_1,explicit,"In particular, our model results are largely consistent with a classical description of the neurophonic as a dipole field generated by postsynaptic currents in MSO neurons [3,4].",result,positive
26,7617,d1ce95485162b623ceb11701c8fc7ae2905b8be7>12d7d6767817649ebbaf818e09cdc1dd02bc6c21_0,explicit,"Overall, we confirm the results observed by Ferrero et al. (2007a) on the effect of radical surgery for endometriosis in women with moderate to severe deep dyspareunia.",result,positive
27,307,c90bd4becaf4f7ff7d7d575f735d8871a88134d1>1962ce0c3b9ad9290eb091be08c9972df5fd63ce_1,explicit,"After being presented by Jacobs and Bruscos (1995), diverse IG-based algorithms have been applied to solve various scheduling problems, including single-machine scheduling problems (Ying et al, 2009), parallel-machine scheduling problems (Lin et al, 2011), flowshop scheduling problems (Ribas et al, 2011; Pan and Ruiz, 2014), HFSPs (Ying, 2009; Ying et al, 2014), distributed flowshop scheduling problems (Lin et al, 2013b; Fernandez-Viagas and Framinan, 2015; Ribas et al, 2017), and personnel task scheduling problems (Lin and Ying, 2014).",background,positive
28,4872,13e1ae04338649fc93817536891b96c04b3011cb>e4d55ce4baa96eb4fd77a2c27de168cfedad611b_5,explicit,"If medical evaluation reveals systemic lymphoma, treatment of the ocular disease is secondary to systemic treatment (usually chemotherapy).(1-30) The effectiveness of EBRT for the treatment of lymphoma of the eye and its adnexa has been widely documented.",background,positive
29,1282,d35227b7a396b97aa82a4422f50ad9f341b9a191>b910ddbed873468c87bb5d9218b6058c308df87e_0,explicit,"…Keddy 1989; see the review by Pausas and Austin 2001 and disturbance frequency gradients Connell 1978; Lubchenco 1978; Huston 1979; Wilson and Keddy 1988 could also be applied to the time since abandonment e.g., Peet 1978 , although the underlying factors may be different in each of these cases.",background,neutral
30,3248,46865a7d91b8b6ac7360d4e6a181e29a76d0111f>7fdab2d31c2712734271c67dd3e3decdcf9f6139_10,explicit,"Although extensive research have been carried out on testing the ISSM [16–19], little study [6] exists which explores the success of ePortfolios by leveraging ISSM as a theoretical underpinning.",background,negative
31,420,ad4e0a20046326e3bb7a6514d41c38bf902aa69c>1959ef6015c3098b4bd4fa6ee8b76479fad3a390_1,explicit,"We conclude that the FSClow OX1low cells represent microglia which are smaller than macrophages and lymphocytes (Milligan et al., 1991) and have a lower OX1 expression than haematogenously derived cells (Sedgwick et al., 1991).",background,neutral
32,2706,5b36a10ab1c0b5454959edc29a00b0e6c2546974>777cb6d460aba93eda5d7bf2e6f01c5bf9666171_2,explicit,The higher value for NST than GST would be indicative of a phylogeographic structure (Pons and Petit 1996  Petit et al. 2005).,background,neutral
33,6608,84c876e22b451d542f33a0638b03556cd3e1791c>1835df49afef4f71cafb7b8966e91ee9e13a6ed9_0,explicit,"The literature (Sugihara and Smith, 1997; Shahidi et al., 2004; Gerke, 1999; Gao and Tian, 2007; Zhao and Yan, 2005) shows most of the non-traditional algorithms are applied only for regular convex polygonal obstacles, not for irregular convex, concave polygonal or curved obstacles.",background,negative
34,1684,cf43ab7995bb90d374fddcf917685ae5c757c13f>c0e9eaec2955cf840c040baae65c4a25f1f6f126_5,explicit,"After the slow phase of cellularization, the network shifts into a fast phase of rapid furrow ingression and membrane addition is targeted to an apicolateral location (Lecuit and Wieschaus, 2000).",background,neutral
35,2597,1dda7170349d2f68f769fdc70f166c17f586d92e>bd018232480d8e2979b40ad583b69fb449d86ddf_0,properNoun,The D-HOTM system is based on the Text Mining Infrast ucture (TMI) developed by the parallel and distributed text mining lab at Lehigh University [20].,method,neutral
36,3112,340300238e998780678ad5f97c8e1807be13766d>560e28cb2e297629602a33fd6358703dfc8711a3_1,explicit,"These results are supported by previous published data highlighting that the miR-34 family, including miR-34a and miR-34b/c, acts as a tumor suppressor, able to inhibit different human tumor growth and invasion [36–39], including human LSCC [31–34].",result,positive
37,5640,10f96909af3063b0b91c49a7026f740bbf2faac7>05b2caf96bc3917d5194908b0b71451831f2f7f9_0,explicit,"This effect is virtually identical to what was reported for cells treated with cyclodextrin (Pontier et al., 2008; Allen et al., 2009).",result,positive
38,6034,4552697d8f6a250de747b259809c1b53bd6a86f4>2f587ec3f121d1121885a4a62d2a4a82422c14be_3,explicit,"bacterial species can drive major changes in the gut microbiota and, thus, influence the metabolic profile (Marcobal et al., 2013).",background,neutral
39,6448,af56649cc22778ec10d8618aa4af8ebd6e38f0a0>557cc8ec2b74415ab53bb36e4aaea3a594a40390_0,explicit,"We have sampled their data with 4 different methods: the insertion sorting algorithm (IS) and 2 variations of it and the binary tree method [7, 3].",method,neutral
40,3522,0160b539a82e5f6206bb6b8601ffc226c2e549e1>6a68d0419f4940c81fcbcb4ce4eee5bdd5a41ce6_0,explicit,"Cell viability results showing that lung cancer cells exhibit resistance to the cytotoxicity of high concentration of ATP in comparison to normal cells are consistent with published data that showed low (nearly undetectable) expression levels of P2X7R in lung cancer cells (20, 21, 39).",result,positive
41,4496,3519a9fb317c4df1b30b5dc090cc083afab9f2b1>7f185882e50d73615d92eedecb037d2e878a3b84_4,explicit,"The absolute pose estimation of a perspective camera from n 2D–3D point correspondences is known in the literature as the Perspective n Point (PnP) problem, which has been widely studied in the last few decades [6, 13, 14, 8].",background,neutral
42,2656,75dd23a96d636660c244f0e1f0f4d8f95f5c6432>b0766708cd2a8f253df0bdefd9723b6083555e9e_0,explicit,"Taken from the revised Chinese version of the Health Literacy Management Scale, this questionnaire was designed to cover multiple items related to health literacy, which are consistent with the theoretical content of health literacy as noted in the previous literature (1,2).",method,positive
43,4557,0fd5830f851a1745de63b38ff1b9d1747b93ac02>9639fc85db8fd700c897f0e186f01a04775ef572_0,explicit,"This conclusion is consistent with previous results (7, 21, 22) that suggest that the increase in ALC produced by the b-adrenergic agonists isoproterenol and terbutaline is characterized by an increase in the proportion of the total sodium transport that is amiloride-sensitive.",result,positive
44,3407,18338cd6134f8b663574072da97cba18f3ab69e0>39dc218eb5582e861e53c8451586786cfaca08ec_3,explicit,"Over the last few years, many different local interest point detectors (like Harris3D [16], Cuboid [6], Hessian [35] or Dense sampling [33]) and many spatio-temporal descriptors (like HOG [17], HOG3D [14], HOF [17], Cuboid [6] or ESURF [35]) have been proposed.",background,neutral
45,5543,0c3173cf70ae0ef21ddd07b2feded1e8f0a9de13>4fa7c6cd134f315bac9f3153dc618c144ac7791e_3,explicit,"While beaked whales and large delphinids produce clicks with comparable energy flux source levels (Madsen et al. 2004, Zimmer et al. 2005, Au et al. 2007), they may hunt in quite different ambient noise environments.",background,neutral
46,103,a1d74b4d976fd796bfe2210fe309ac50da624dec>e534f2caa4207899af221c6804ccd4759dd1d66f_0,explicit,"Rutin (3,3′,4′,5,7-pentahydroxyflavone-3-rhamnoglucoside, Figure 2) also called sophorin, rutoside, and quercetin-3rutinoside is a polyphenolic bioflavonoid, largely extracted from natural sources such as oranges, lemons, grapes, limes, berries, and peaches [30, 31].",background,neutral
47,2943,7b0ca6f15e76f285cc19efd2305cb1ec9e16a5b5>df90f3e882609d15c298251608a5b48b69efb3b8_6,explicit,"Interest in the use of CWs for remediation of runoff from agricultural irrigation and agro-industrial production has become increasingly popular over the last decades, due to their low capital and operational cost, low energy consumption, and environmental friendliness (Huett et al., 2005; Scholz, 2007; Carty et al., 2008).",background,positive
48,2539,95c39aec660c32b4ea8aad1b70a965dfa5098268>9f1edb9cb0399a10bb9db6f3d6371fecfc2e6708_3,explicit,"PAR has been described using the image of a spiral (Williamson et al., 2004), and various authors report the suitability of the application of this method to the management of change within organizations (Coghlan and Casey, 2001; Coyer et al., 2007; Kelly and Simpson 2001).",method,positive
49,1961,9188d4db89d7031f7ca876c1677c7e61be9e5237>2b187f3b3326c4537740c5d8a08387cfc450e7df_15,explicit,"These effects of locomotion on the baseline activity of Sst interneurons confirm some previous results (Polack et al., 2013) but they appear to disagree with other measurements (Fu et al., 2014).",result,negative
0,3923,6828a9cc19290ccd8cc99ccc678a042b00d92125>26cad9596f887db0e87c493d022d871c144e42bd_0,explicit,"The relationship between DNA content and absorbance at 600 nm is linear [17], allowing the amount of DNA in each unknown sample to be determined from the standard curve.",background,positive
1,4306,5cecd1d9932d3f269b1caa45d07e84e3376c3710>9a0f537ddecebb9d82a5aa5cdf14c338358e4e02_1,explicit,"With respect to the contradicting results of other studies (Licausi et al., 2011; Weits et al., 2014), we propose that the air humidity during the recovery\nperiod is a crucial factor for the length of survival of submergence in darkness, which was shown here for treatment of the different genotypes…",result,negative
2,4960,1890ccd4d2a4d542ba24081b593ab8060e38f101>12732c384cfbe175c11e50e07ac8a752db845af1_2,explicit,"We elected to take this course because formal methods for analyzing the efficiency of move ordering strategies in the alpha-beta search are unreported in the literature [27, 30], and as a result, practical experimentation is the accepted form of analysis in the state-of-the-art [26].",method,neutral
3,6921,e2e9ce75aab15707ff3b85378b61f161c0b7886a>39688485b3149cfaa7b97d2e6eb20577b7ad1bff_2,explicit,Nuclear localization of PTOV1 is required for the stimulation of cell proliferation (Santamaria et al. 2005; Santamaria et al. 2003).,background,neutral
4,3526,afe94f58975df56a9c0450c8153c2dd43d0b597b>ec6940445a5702b8dde4e44b0f670fcde8ef2973_0,explicit,"The remaining medial portion of the bone was potted (Codsi and Iannotti, 2008, Hoenig et al., 2009, Kwon et al., 2010) in an epoxy resin cylinder (Struers A/S, Ballerup, Denmark) to obtain a secure fixation of the bone to the set up while simultaneously isolating the bone from deformations induced‚Ä¶",method,neutral
5,39,2e8e515a004bee99bb91d5344dc91e8855e3395e>0da4a90c139164532691e314425354c2a80a9578_0,explicit,"The occurrence of soft tissue tumors in such field of low-dose irradiation (LDRI) has also been emphasized by other authors [50, 52, 53] reporting the development of tumors of the skull bone and neck after exposure to full-mouth diagnostic dental X-ray film [3] and to irradiation for enlarged tonsils [54] and thymus [55].",result,positive
6,3858,7e9cfcc9b895ed9822c55a2bb9f4c77e6c1090de>3ed84f2fbdc4dc6450919ec5b017e66440a5833c_0,explicit,"We consider 100 million single (and early) simulation points as determined by SimPoint [24], [25] in all of our experiments.",method,positive
7,4208,0bdb75eb4a77f7e0eeaa0ab268d4353725fe80dc>68a821baf0d8ea6bfa004bf5e8030a236de5bf91_7,explicit,"Third, we used a meta-analysis technique to assemble the results of eligible studies, and the pooled results were presented in the format of quantitative data; whereas in the systematic review by Jiang et al, they only described the previous relevant studies and did not give a quantitative analysis for these studies.(13) Although studies comparing between ACDF and ACCF have been done, the optimal approach that provides better clinical effects in the treatment of CSM remains controversial.",method,negative
8,3417,601e3cc86fd0d0071a89cfd3173883f1c69dfb69>7889c9d6699535681ff7832fc0099477f822949a_5,explicit,Obesity is the central and causal component in metabolic syndrome and adipocytes produce a variety of biologically active molecules [9].,background,neutral
9,476,888c13b69c258e34aa7723593dec58e0d84a477c>799dff462adc8a8f5706b4d417d7db15371fde6c_0,explicit,"A private key is required in the verifier side to generate N pseudo random locations to be used for retrieving the watermark; (2) a watermark is embedded into two or more halftoning images, where the retrieval approaches can be overlays of halftone images [15] or using a look up table (LUT) to decode the watermark [12].",method,neutral
10,4157,36ceef2b34333ba5a456a98c702e1ded1416b022>f57614c52ad76dcabc48974e9613520a6fbb6627_7,acronym,"Following precipitation with 0.3MNaAc and 2× volume of ethanol, the RNA was treated with DNAseI (Sigma) and quantified in a NanoDrop 1000 Spectrophotometer.",method,neutral
11,2013,52c5fb4d49223c832f0e332c1b86478fdba9efde>3683a60ea1dc9a3b95399023fb077f70596426d1_3,explicit,"Mammalian Rap1 isoforms are perhaps best known for regulating integrinbased cell matrix adhesion (Bos, 2005; Kim et al., 2011), but Rap1 also regulates cell–cell AJs in both Drosophila and mice (Kooistra et al., 2007; Boettner and Van Aelst, 2009).",background,neutral
12,6214,5a104aa1d96209f1d2a7df96b67c8b06f8cc691c>18bc8b07747174cbac2230f69e4d66800c0424e3_2,explicit,"The Intercontinental Chemical Transport Experiment B (INTEX-B) aircraft campaign over the North Pacific and western coast of North America made measurements of OH\nand HO2 (Mao et al., 2009; Singh et al., 2009).",background,neutral
13,2268,a7ecbb4b04344102d5b60b3a02fcdab476510a1d>7ea83ac623c5c7f5f7b38b3ca5d243b74fdef823_1,explicit,"ICP-MS reports of sub-parts per billion detection limits, multielement analysis capabilities, and a wide linear dynamic range have made it an often used technique for wine elemental analysis [9].",background,positive
14,4820,fba87196a509337ebbe455d44f0c51e9c7c3f37d>3bdd0c94f8f7905e9118a73479fa2231ecdf61a6_1,explicit,"In fact, Underwood (1957) made this very point when he observed that the sleeping subjects in Jenkins and Dallenbach’s (1924) classic sleep study did not avoid learning material that was similar to the study list, so avoidance of retroactive interference could not explain why sleep facilitates…",background,positive
15,2030,bcc70610a604fb69e72d985e38b5ab1ec764f5c8>0b480e6c36a2e239bca21a0dfd56b0d83337facd_0,explicit,EPA is also shown to attenuate renal fibrosis and TGF- 1 expression in a diabetic mice model (44).,background,neutral
16,1078,5dc34bf29597dd113904a13c9ea9b31e849f3ec4>4f7cdae160ebb452ef8bb9b54877df782427709e_2,explicit,"8\nTo validate the quality of our categorization, the next section discusses series of experiments that compare the performance of the vector space categorization approach with one of the top classifiers, Naïve-Bayes (Friedman et al., 1997).",result,positive
17,370,66cff403dcc51acca22bc0d274a7cec93072f1a9>272af35fe6b99d2fc40ae23b6aef400b667fb8c5_0,explicit,"These were derived from prior non-operative studies for inguinal hernia and ventral hernia [15, 23, 28, 29].",method,positive
18,6837,fd81afdbe17a00587b2877142619dd40066f6d90>b0b5c62518d18d4f2a196e683e45f8be81dbb56c_0,explicit,"Gouveia and Martins [7] reviewed exact and lower bounding schemes, including earlier works of Gavish [4, 5], the branch-and-bound algorithm of Malik and Yu [10], the Lagrangean relaxation approach of Gouveia [6], and the cutting plane method of Hall [9].",background,positive
19,4686,794435fe025ac480dbdb6218866e1d30d5a786c8>b7a6c292f33ff9875a9b6419689575751c9a81ce_3,explicit,"…2010)\nLack of HPWS/HRM in Victorian health care organisations\nVictorian state public health care organisations report limited HRM/HPWS components (Leggat et al., 2008) Victorian state public hospitals report fewer aspects of HPWS then community health services (Leggat et al., 2006) CEOs, HR…",background,negative
20,2392,a0a582bb41b2bf554d16b5f6cbc5a52c14d97f34>9d6908c9357884f10f8c029b40955211db6a274f_0,explicit,"Neurotrophins have been proposed to play a role in neuronal survival, proliferation, maturation, and outgrowth during development, and to show neuroprotective functions after brain injury (3, 4).",background,neutral
21,8213,d5e9bb418f5183ebcaf371efce583b2e710315ef>6aa6183f41837ccaed16951fe32e9e3e861a0356_1,explicit,Gadolinium enhancement of the inflamed tissues is usually present with MRI.(15) The present case varied slightly in that the foreign body was isointense to hyperintense on precontrast T1-weighted images with the surrounding inflammatory reaction also being hyperintense to muscle.,background,neutral
22,1959,59f5eeff946b1900d58c2bcac3c6a03debed57b4>959292315904c3af70497ef8bdbfeeaf53efe724_0,explicit,Northern blotting\n The ORF sequence for HvNAS1 (AB010086) was used to create an HvNAS1 probe (Suzuki et al. 2006).,method,neutral
23,1124,a38b631c1c6bf34af69e04ff2bdc79b856ad8c4f>3ac795339bd00acc0c2a8d2794129a09eae53fe5_0,explicit,"Findings of difficulties in locating the presented tactile stimuli, which were space- and not arm-based [32], and difficulties in deciding on the exact position and orientation of the limb or on the laterality of pictured hands in limb laterality recognition tests [29,42,48], are reminiscent of patients with poststroke",background,neutral
24,6043,116d5240ef90260ff66cf6b6182bcbb20b91ad28>eab6176788b00d2273c348bdda11b40c7bf6d4f7_0,explicit,"An interdisciplinary approach has been advocated for in a broad range of healthcare fields, including primary care [1, 2], developmental disability assessment [3], com-",background,positive
25,5599,27717c955391418fdfd741398938409a32848c93>f2d1e364a067e08a35265de3c56c9dd5e8595d18_4,explicit,"This i Attribution License (http://creativecommons.or in any medium, provided the original work is p\nthe formation and evolution of meteorite parent bodies (Ebihara et al. 2011; Nagao et al. 2011; Nakamura et al. 2011; Noguchi et al. 2011; Tsuchiyama et al. 2011; Yurimoto et al. 2011).",background,positive
26,2266,599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_11,explicit,"represent phases in a progressive deformation, with layer thickness as the evolving parameter [Ghent and Hansen, 1999].",background,neutral
27,952,845cf76f206f77c1e415478ac1ffa6a9a7012f65>4a19358ae23379109c673275161644ca1ea760ac_3,explicit,"[30] focus on returning the fragments rooted at SLCA nodes, and propose an XML keyword search engine XSeek.",background,neutral
28,2295,45b494f982aa56b15771b334ec617d684008665d>f76b021b2e67dc2482230be64f5a8869835a2b78_0,explicit,"The ethanol was gradually introduced into the diet over an 8-day period, as described previously (22, 24).",method,neutral
29,2215,43b02723a14f38cf3060af20b7d6d576563380c8>55899ffa1ca17fd8ba86a6298a245723ddb22038_2,explicit,com) was used to digitally capture the referent and simulation data from [17].,method,neutral
30,3498,a8f49b3a14ffd36050a4ab74b70097f4bdb456b2>bf20bd31aa1cb7f16bf072987a797cef964f56c5_0,explicit,Frequent methylation for TIMP3 (Kang et al. 2006) and CDH13 (Suehiro et al. 2008) in the present study concurs with previously published results in endometrial cancer.,result,positive
31,947,cc422e84e4eb54117601e49159e666a3fddffbf8>7e48b69cdf8cf5d02fe1998e206523d85e21130e_1,explicit,"This dysbiosis may impact the presence of interleukin-17 (IL17)-producing T-helper cells (Th17) and regulatory T cells (Tregs), as the development of these cells is heavily reliant on the microbial composition (Atarashi et al. 2011; Ivanov et al. 2009; Kriegel et al. 2011).",background,neutral
32,1547,25b442e8fcc52b495b776f208a1904e854c239e8>7ef70c0f59587e8183581c34e32991d8b3b3d77b_1,explicit,"ported lower levels in cases (15, 16, 19, 22); four reported higher levels in cases than in controls (18, 20, 23, 27); and one reported equal levels in cases and controls (17).",background,neutral
33,2116,9dc7e80e06268422d843f7c51c189e5ce6ceb568>4d7306d6200d68d8b18a331837efef26ef5e034c_2,explicit,"delayed in monoamine oxidase A-deficient (Tg8) neonatal mice that display high 5-HT levels in the CNS (Cazalets et al., 2000).",background,neutral
34,8225,15ac5bcd9ca900dc948e969558670084e3d560e0>5297cce880dad7881b5f4c16b683f971363f009a_2,explicit,"Concerning the adaptation to HMs in plants, woody plants and herbaceous may possess similar physiological and molecular mechanisms underlying HM uptake, transport, sequestration, and detoxification (Luo et al., 2016).",background,neutral
35,516,8c241dbf1fe7a1363a7fdd859837163c14d797e6>008a72dd05abca0751c45575889c98395e77ccf3_1,acronym,The importance of reliable M-shell Fe DR data has also been shown by the analyses of recent Chandra and XMM AGN spectra.,method,positive
36,2368,a7ecbb4b04344102d5b60b3a02fcdab476510a1d>7ea83ac623c5c7f5f7b38b3ca5d243b74fdef823_2,explicit,"Several sample preparation methods have been employed for the elemental analysis of wines, including direct dilution by factors ranging from one to 10, UV-assisted digestion, and open or closed vessel acid digestion assisted by microwave radiation [4,6–12].",method,neutral
37,2377,c8a6684fd1e2c6305040b1f9847c8e5624929cb8>b9a41ab6cc7c80fe33e775f44fd86a6ebdf1e564_0,explicit,"Although it forms the largest ethnic minority group in the UK, the Asian community is not a culturally homogeneous group, a fact that has not been addressed in previous studies of childhood cancer in Asians (Stiller et al., 1991; Powell et al., 1994).",background,negative
38,8020,b45e9c37ce7d2264d52fad7714f537c8bb4c2ee2>daf7dea2d63b94db589a516c297f9867ff1d26f7_2,explicit,"The epidemic curves in the Montreal network occasionally exhibit multiple peaks, driven by underlying community structure [56].",background,neutral
39,6631,9ae9e2cada91b886ecb890bdbee0e7a7a8f8dd87>b5fdec691027cb589bac14adfe45a2a95b900ef1_8,explicit,"Furthermore, tumor-associated macrophages secrete products, such as TGF- and IL-10 that suppress anti-tumor immune responses [14, 20, 10].",background,neutral
40,7569,2f26d5337ff6c0f1c54aef400829430dbd7b5324>beeb207b9e8ca62f653569081348761c4b388fc4_0,explicit,"This model has been improved by means of techniques and instruments of data acquisition: particularly, through the development of statistical packages applied to the different factors as well as through GIS softwares, used for the management and processing of georeferenced data for large areas (Johnston, 1998; Meijerink et al., 2003; Daniels, 2003).",method,positive
